,Frequencies,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13
97,204.0,0.05409561106521938,0.041126214277665524,0.05043075561357231,0.05200131437780155,0.044992163330488784,0.1338332833353981,0.08470527108996558,0.0954951101429627,0.0954951101429627,0.0954951101429627,0.0954951101429627,0.0954951101429627,0.0954951101429627
98,206.0,0.05131940157890358,0.008576576345135695,0.019122834356223153,0.0855548666247582,0.09008943185559065,0.1413542567457413,0.12657726367605748,0.16650537094195755,0.16650537094195755,0.16650537094195755,0.16650537094195755,0.16650537094195755,0.16650537094195755
99,208.0,0.1310670073127818,0.11439341786586131,0.17500845048078587,0.14542477626436245,0.1570755792790471,0.15397298631289075,0.12232986649527025,0.1893444981022798,0.1893444981022798,0.1893444981022798,0.1893444981022798,0.1893444981022798,0.1893444981022798
100,210.0,0.1432447756046586,0.16429802911812802,0.28505959236537465,0.26342088269658415,0.295620816469554,0.3203129523620266,0.23732221979542617,0.3023065444875389,0.3023065444875389,0.3023065444875389,0.3023065444875389,0.3023065444875389,0.3023065444875389
101,212.0,0.0849348775853872,0.10920854533284377,0.15719246963499384,0.1524945917791531,0.13089793517425544,0.23414054171308138,0.20358870646565957,0.305558975286051,0.305558975286051,0.305558975286051,0.305558975286051,0.305558975286051,0.305558975286051
102,214.0,0.020707377137618145,0.05111687057225964,0.10763863370872642,0.11987259033270174,0.0695957327852254,0.0996896323237322,0.03700427646836296,0.09333161614116994,0.09333161614116994,0.09333161614116994,0.09333161614116994,0.09333161614116994,0.09333161614116994
103,216.0,0.06426833759946833,0.08732010239126438,0.03532033079149858,0.06357000292463615,0.0330737978596634,0.053819978105722165,0.08040936232874595,0.1504651984935382,0.1504651984935382,0.1504651984935382,0.1504651984935382,0.1504651984935382,0.1504651984935382
104,218.0,0.05910837749122529,0.04660078980012465,0.12865408788413563,0.13484975668283036,0.14897901444578543,0.2251407927314459,0.1499519026530014,0.24954869602873977,0.24954869602873977,0.24954869602873977,0.24954869602873977,0.24954869602873977,0.24954869602873977
105,220.0,0.058068771699191495,0.041001493327630735,0.08954587071503244,0.041482907021056135,0.09932175635842233,0.1687175367929024,0.060365107222793354,0.045548641080936446,0.045548641080936446,0.045548641080936446,0.045548641080936446,0.045548641080936446,0.045548641080936446
106,222.0,0.14596825393040685,0.14324756948017278,0.18203411963783112,0.14304173567274495,0.19608813258311403,0.1975734713590254,0.17514287678647344,0.28074196434032617,0.28074196434032617,0.28074196434032617,0.28074196434032617,0.28074196434032617,0.28074196434032617
107,224.0,0.19920109731329907,0.19358704787761694,0.3494214246998096,0.15991166029250972,0.10415355203059454,0.2003271155468248,0.11029296217724463,0.1528446943568618,0.1528446943568618,0.1528446943568618,0.1528446943568618,0.1528446943568618,0.1528446943568618
108,226.0,0.16448136112045386,0.16457231105604517,0.1709090712846187,0.14292696619620518,0.20338073605894522,0.1619140624731942,0.10375845861677785,0.12890499346388395,0.12890499346388395,0.12890499346388395,0.12890499346388395,0.12890499346388395,0.12890499346388395
109,228.0,0.06529975355532522,0.03985097903154681,0.04094664090261105,0.021477833418624907,0.05309110410935393,0.07996619590400565,0.04764221927882631,0.11206190844780764,0.11206190844780764,0.11206190844780764,0.11206190844780764,0.11206190844780764,0.11206190844780764
110,230.0,0.06444795964205048,0.08658811247332036,0.06942969338905593,0.11124367769125573,0.046184057280149404,0.12084989555082523,0.09535619389596435,0.16729828892409093,0.16729828892409093,0.16729828892409093,0.16729828892409093,0.16729828892409093,0.16729828892409093
111,232.0,0.09106748360800243,0.13517446764902163,0.11139730818541821,0.039741076629613424,0.09564158829225937,0.16495364171521548,0.11929593354650435,0.20476337155550337,0.20476337155550337,0.20476337155550337,0.20476337155550337,0.20476337155550337,0.20476337155550337
112,234.0,0.03629012338063137,0.04472438003219461,0.052030466482258855,0.06136826797853627,0.05748954538326152,0.12092868774855178,0.07479207688545884,0.10578304110292736,0.10578304110292736,0.10578304110292736,0.10578304110292736,0.10578304110292736,0.10578304110292736
113,236.0,0.08306028016907745,0.14397699405583775,0.14596725425440496,0.07034416302697465,0.0597494884438547,0.13853859835434087,0.07680385801981834,0.06619687848259974,0.06619687848259974,0.06619687848259974,0.06619687848259974,0.06619687848259974,0.06619687848259974
114,238.0,0.1703475819126588,0.23341162289711834,0.2770262096455608,0.2711121775218681,0.32086590728513664,0.41557009783763704,0.3039915035500385,0.45123790032790656,0.45123790032790656,0.45123790032790656,0.45123790032790656,0.45123790032790656,0.45123790032790656
115,240.0,0.2018629023025788,0.19400786380820964,0.2450580778357515,0.21478203884444733,0.2360821843948989,0.21845724432045274,0.13717948763235915,0.1665800195833096,0.1665800195833096,0.1665800195833096,0.1665800195833096,0.1665800195833096,0.1665800195833096
116,242.0,0.17603476138567833,0.083357878840108,0.10198051871146409,0.047094028655238145,0.09249278114238291,0.06169567876340644,0.020578822465101305,0.018632480404273902,0.018632480404273902,0.018632480404273902,0.018632480404273902,0.018632480404273902,0.018632480404273902
117,244.0,0.10912213591078597,0.03405697076059978,0.030075195499237418,0.13691155926939333,0.1399071185923177,0.1841405207497999,0.14189097602942005,0.2339867936181023,0.2339867936181023,0.2339867936181023,0.2339867936181023,0.2339867936181023,0.2339867936181023
118,246.0,0.03620595948287469,0.04613916766579548,0.07424142967735826,0.06866733186221907,0.07059923158869494,0.11019622873504999,0.07017318848509542,0.10047698198291653,0.10047698198291653,0.10047698198291653,0.10047698198291653,0.10047698198291653,0.10047698198291653
119,248.0,0.050188503516482956,0.014075505846819247,0.03585128089062394,0.10476003944929788,0.08067555764619451,0.11408620460298913,0.06899997641642294,0.09237194971968517,0.09237194971968517,0.09237194971968517,0.09237194971968517,0.09237194971968517,0.09237194971968517
120,250.0,0.05031919202927784,0.04701666699070486,0.06481746079764963,0.1393365771142312,0.09467692423646791,0.10016111151868722,0.09716803463080449,0.1645880998875451,0.1645880998875451,0.1645880998875451,0.1645880998875451,0.1645880998875451,0.1645880998875451
121,252.0,0.0,0.02462760944949087,0.0,0.1112106343860572,0.06998288774606773,0.07404688430238981,0.03292401389605713,0.060135229282625415,0.060135229282625415,0.060135229282625415,0.060135229282625415,0.060135229282625415,0.060135229282625415
122,254.0,0.05885201169895931,0.021522659663113244,0.03942925096102313,0.11881795923657114,0.09149535043262724,0.1294580457172963,0.137472406799159,0.21308116911723074,0.21308116911723074,0.21308116911723074,0.21308116911723074,0.21308116911723074,0.21308116911723074
123,256.0,0.08437828311663789,0.06033437437091582,0.03499756163067233,0.05247997515400738,0.08035708362923742,0.11296218442818019,0.0877411987139339,0.12022038654965242,0.12022038654965242,0.12022038654965242,0.12022038654965242,0.12022038654965242,0.12022038654965242
124,258.0,0.07026528550042956,0.06154511264916446,0.10510280880847449,0.11706232625230026,0.1295041952431859,0.15600323713712436,0.04310559743951903,0.05571244399111618,0.05571244399111618,0.05571244399111618,0.05571244399111618,0.05571244399111618,0.05571244399111618
125,260.0,0.0745506814753127,0.08759785957968098,0.08854597949988646,0.09837175110861514,0.12730378386337207,0.1203532446272833,0.1563368382899637,0.21550572984136007,0.21550572984136007,0.21550572984136007,0.21550572984136007,0.21550572984136007,0.21550572984136007
126,262.0,0.09912055858436902,0.08203216804847828,0.07129067091929525,0.03952538904996052,0.06670247996387944,0.07204719986786212,0.08689898630173687,0.12133580869757797,0.12133580869757797,0.12133580869757797,0.12133580869757797,0.12133580869757797,0.12133580869757797
127,264.0,0.0866744847964361,0.03101111443706083,0.07301003068793621,0.10607112251332795,0.10622634950751898,0.1954357635086066,0.08038849660858031,0.10888827295870035,0.10888827295870035,0.10888827295870035,0.10888827295870035,0.10888827295870035,0.10888827295870035
128,266.0,0.03210644820292371,0.05046599814348844,0.021701951591777444,0.04107101440797311,0.03758202243640788,0.09410632353865657,0.08039783672157655,0.1093802204528209,0.1093802204528209,0.1093802204528209,0.1093802204528209,0.1093802204528209,0.1093802204528209
129,268.0,0.10260099261637028,0.08954624820076691,0.12969012655498358,0.15197807505562813,0.13491951504602406,0.12116725563696054,0.026067630997311873,0.031279448878421295,0.031279448878421295,0.031279448878421295,0.031279448878421295,0.031279448878421295,0.031279448878421295
